SystemCodeNumber,Capacity,Occupancy,LastUpdated,Normalized
Bull Ring,3053,419.5,11/8/2016 8:00,0.124914391
Bull Ring,3053,480,11/8/2016 8:30,0.142929459
Bull Ring,3053,580,11/8/2016 9:00,0.172706429
Bull Ring,3053,739.5,11/8/2016 9:30,0.220200697
Bull Ring,3053,932.6666667,11/8/2016 10:00,0.277719878
Bull Ring,3053,1023.333333,11/8/2016 10:30,0.304717665
Bull Ring,3053,1216,11/8/2016 11:00,0.362087961
Bull Ring,3053,1452.5,11/8/2016 11:30,0.432510497
Bull Ring,3053,1721.5,11/8/2016 12:00,0.512610547
Bull Ring,3053,1783.5,11/8/2016 12:30,0.531072269
Bull Ring,3053,1828,11/8/2016 13:00,0.544323021
Bull Ring,3053,1835,11/8/2016 13:30,0.546407408
Bull Ring,3053,1828.5,11/8/2016 14:00,0.544471905
Bull Ring,3053,1645,11/8/2016 14:30,0.489831164
Bull Ring,3053,1526.666667,11/8/2016 15:00,0.454595083
Bull Ring,3053,1489.333333,11/8/2016 15:30,0.443478347
Bull Ring,3053,1382.5,11/8/2016 16:00,0.411666618
Bull Ring,3053,1267.5,11/8/2016 16:30,0.377423101
Bull Ring,3053,822.5,11/9/2016 8:00,0.244915582
Bull Ring,3053,507,11/9/2016 8:30,0.150969241
Bull Ring,3053,591,11/9/2016 9:00,0.175981896
Bull Ring,3053,636,11/9/2016 9:30,0.189381532
Bull Ring,3053,988,11/9/2016 10:00,0.294196469
Bull Ring,3053,1162.666667,11/9/2016 10:30,0.34620691
Bull Ring,3053,1233.333333,11/9/2016 11:00,0.367249303
Bull Ring,3053,1540.5,11/9/2016 11:30,0.458714231
Bull Ring,3053,1672.5,11/9/2016 12:00,0.498019832
Bull Ring,3053,1757.5,11/9/2016 12:30,0.523330256
Bull Ring,3053,1798,11/9/2016 13:00,0.535389929
Bull Ring,3053,1800,11/9/2016 13:30,0.535985469
Bull Ring,3053,1795,11/9/2016 14:00,0.53449662
Bull Ring,3053,1637.5,11/9/2016 14:30,0.487597892
Bull Ring,3053,1528.666667,11/9/2016 15:00,0.455190622
Bull Ring,3053,1501.333333,11/9/2016 15:30,0.447051584
Bull Ring,3053,1380.333333,11/9/2016 16:00,0.41102145
Bull Ring,3053,1339.666667,11/9/2016 16:30,0.398912148
Bull Ring,3053,753,11/10/2016 8:00,0.224220588
Bull Ring,3053,239.5,11/10/2016 8:30,0.071315845
Bull Ring,3053,377.5,11/10/2016 9:00,0.112408063
Bull Ring,3053,561.5,11/10/2016 9:30,0.16719769
Bull Ring,3053,781.5,11/10/2016 10:00,0.232707025
Bull Ring,3053,958.6666667,11/10/2016 10:30,0.28546189
Bull Ring,3053,1039.333333,11/10/2016 11:00,0.30948198
Bull Ring,3053,1380,11/10/2016 11:30,0.410922193
Bull Ring,3053,1524.5,11/10/2016 12:00,0.453949915
Bull Ring,3053,1630,11/10/2016 12:30,0.485364619
Bull Ring,3053,1692,11/10/2016 13:00,0.503826341
Bull Ring,3053,1703,11/10/2016 13:30,0.507101807
Bull Ring,3053,1705.5,11/10/2016 14:00,0.507846232
Bull Ring,3053,1500,11/10/2016 14:30,0.446654558
Bull Ring,3053,1357,11/10/2016 15:00,0.40407349
Bull Ring,3053,1244.5,11/10/2016 15:30,0.370574398
Bull Ring,3053,1136,11/10/2016 16:00,0.338266385
Bull Ring,3053,793,11/10/2016 16:30,0.236131376
Bull Ring,3053,493,11/11/2016 8:00,0.146800464
Bull Ring,3053,294.5,11/11/2016 8:30,0.087693178
Bull Ring,3053,405.5,11/11/2016 9:00,0.120745616
Bull Ring,3053,590.5,11/11/2016 9:30,0.175833011
Bull Ring,3053,833.5,11/11/2016 10:00,0.248191049
Bull Ring,3053,1041,11/11/2016 10:30,0.309978262
Bull Ring,3053,1128,11/11/2016 11:00,0.335884227
Bull Ring,3053,1506,11/11/2016 11:30,0.448441175
Bull Ring,3053,1642,11/11/2016 12:00,0.488937855
Bull Ring,3053,1738.5,11/11/2016 12:30,0.517672632
Bull Ring,3053,1808,11/11/2016 13:00,0.538367626
Bull Ring,3053,1825,11/11/2016 13:30,0.543429711
Bull Ring,3053,1828.5,11/11/2016 14:00,0.544471905
Bull Ring,3053,1689,11/11/2016 14:30,0.502933032
Bull Ring,3053,1561,11/11/2016 15:00,0.46481851
Bull Ring,3053,1508,11/11/2016 15:30,0.449036715
Bull Ring,3053,1342.666667,11/11/2016 16:00,0.399805457
Bull Ring,3053,1301.333333,11/11/2016 16:30,0.387497643
Bull Ring,3053,700,11/12/2016 8:00,0.208438793
Bull Ring,3053,275,11/12/2016 8:30,0.081886669
Bull Ring,3053,498,11/12/2016 9:00,0.148289313
Bull Ring,3053,812,11/12/2016 9:30,0.241789001
Bull Ring,3053,1139.5,11/12/2016 10:00,0.339308579
Bull Ring,3053,1418,11/12/2016 10:30,0.422237442
Bull Ring,3053,1547,11/12/2016 11:00,0.460649733
Bull Ring,3053,1840.5,11/12/2016 11:30,0.548045141
Bull Ring,3053,2302,11/12/2016 12:00,0.685465861
Bull Ring,3053,2499.5,11/12/2016 12:30,0.744275377
Bull Ring,3053,2653,11/12/2016 13:00,0.789983027
Bull Ring,3053,2722.666667,11/12/2016 13:30,0.81072765
Bull Ring,3053,2740.333333,11/12/2016 14:00,0.815988248
Bull Ring,3053,2774.5,11/12/2016 14:30,0.826162046
Bull Ring,3053,2753.5,11/12/2016 15:00,0.819908882
Bull Ring,3053,2705.5,11/12/2016 15:30,0.805615937
Bull Ring,3053,2599.666667,11/12/2016 16:00,0.774101976
Bull Ring,3053,2528.333333,11/12/2016 16:30,0.752861071
Bull Ring,3053,1282.5,11/13/2016 8:00,0.381889647
Bull Ring,3053,134.5,11/13/2016 8:30,0.040050025
Bull Ring,3053,170.6666667,11/13/2016 9:00,0.050819363
Bull Ring,3053,186.3333333,11/13/2016 9:30,0.055484421
Bull Ring,3053,389.6666667,11/13/2016 10:00,0.116030928
Bull Ring,3053,478.3333333,11/13/2016 10:30,0.142433176
Bull Ring,3053,772,11/13/2016 11:00,0.229878213
Bull Ring,3053,1650,11/13/2016 11:30,0.491320013
Bull Ring,3053,2026.5,11/13/2016 12:00,0.603430307
Bull Ring,3053,2227.666667,11/13/2016 12:30,0.663331646
Bull Ring,3053,2289.333333,11/13/2016 13:00,0.681694111
Bull Ring,3053,2405.5,11/13/2016 13:30,0.716285025
Bull Ring,3053,2497,11/13/2016 14:00,0.743530953
Bull Ring,3053,2498,11/13/2016 14:30,0.743828723
Bull Ring,3053,2385,11/13/2016 15:00,0.710180746
Bull Ring,3053,2142.5,11/13/2016 15:30,0.637971593
Bull Ring,3053,1788,11/13/2016 16:00,0.532412232
Bull Ring,3053,1125.666667,11/13/2016 16:30,0.335189431
Bull Ring,3053,656.3333333,11/14/2016 8:00,0.195436183
Bull Ring,3053,218,11/14/2016 8:30,0.064913796
Bull Ring,3053,360.5,11/14/2016 9:00,0.107345979
Bull Ring,3053,535.5,11/14/2016 9:30,0.159455677
Bull Ring,3053,748,11/14/2016 10:00,0.222731739
Bull Ring,3053,933.3333333,11/14/2016 10:30,0.277918391
Bull Ring,3053,1020.666667,11/14/2016 11:00,0.303923612
Bull Ring,3053,1363.5,11/14/2016 11:30,0.406008993
Bull Ring,3053,1489.5,11/14/2016 12:00,0.443527976
Bull Ring,3053,1562.5,11/14/2016 12:30,0.465265164
Bull Ring,3053,1615.5,11/14/2016 13:00,0.481046959
Bull Ring,3053,1618.333333,11/14/2016 13:30,0.481890639
Bull Ring,3053,1601.666667,11/14/2016 14:00,0.476927811
Bull Ring,3053,1548.5,11/14/2016 14:30,0.461096388
Bull Ring,3053,1364.5,11/14/2016 15:00,0.406306763
Bull Ring,3053,1268.5,11/14/2016 15:30,0.377720871
Bull Ring,3053,1164,11/14/2016 16:00,0.346603937
Bull Ring,3053,642,11/14/2016 16:30,0.191168151
Bull Ring,3053,212,11/15/2016 8:00,0.063127178
Bull Ring,3053,274.5,11/15/2016 8:30,0.081737784
Bull Ring,3053,359,11/15/2016 9:00,0.106899324
Bull Ring,3053,413,11/15/2016 9:30,0.122978888
Bull Ring,3053,756.5,11/15/2016 10:00,0.225262782
Bull Ring,3053,960.3333333,11/15/2016 10:30,0.285958173
Bull Ring,3053,1038.666667,11/15/2016 11:00,0.309283467
Bull Ring,3053,1356.5,11/15/2016 11:30,0.403924605
Bull Ring,3053,1457.333333,11/15/2016 12:00,0.433949716
Bull Ring,3053,1488.666667,11/15/2016 12:30,0.443279834
Bull Ring,3053,1549,11/15/2016 13:00,0.461245273
Bull Ring,3053,1544.666667,11/15/2016 13:30,0.459954937
Bull Ring,3053,1531.333333,11/15/2016 14:00,0.455984675
Bull Ring,3053,1407.333333,11/15/2016 14:30,0.419061231
Bull Ring,3053,1367.666667,11/15/2016 15:00,0.4072497
Bull Ring,3053,1259.5,11/15/2016 15:30,0.375040943
Bull Ring,3053,1030,11/15/2016 16:00,0.306702796
Bull Ring,3053,706,11/15/2016 16:30,0.210225412
Bull Ring,3053,453,11/16/2016 8:00,0.134889676
Bull Ring,3053,297,11/16/2016 8:30,0.088437602
Bull Ring,3053,395.5,11/16/2016 9:00,0.117767918
Bull Ring,3053,573.5,11/16/2016 9:30,0.170770926
Bull Ring,3053,790.3333333,11/16/2016 10:00,0.235337324
Bull Ring,3053,884.6666667,11/16/2016 10:30,0.263426932
Bull Ring,3053,1073.5,11/16/2016 11:00,0.319655778
Bull Ring,3053,1430.5,11/16/2016 11:30,0.425959563
Bull Ring,3053,1536,11/16/2016 12:00,0.457374267
Bull Ring,3053,1602,11/16/2016 12:30,0.477027068
Bull Ring,3053,1651.5,11/16/2016 13:00,0.491766668
Bull Ring,3053,1665.333333,11/16/2016 13:30,0.495885815
Bull Ring,3053,1664.666667,11/16/2016 14:00,0.495687302
Bull Ring,3053,1452.5,11/16/2016 14:30,0.432510496
Bull Ring,3053,1334,11/16/2016 15:00,0.397224786
Bull Ring,3053,1289,11/16/2016 15:30,0.38382515
Bull Ring,3053,1141.333333,11/16/2016 16:00,0.33985449
Bull Ring,3053,1100.666667,11/16/2016 16:30,0.327745188
Bull Ring,3053,624.5,11/17/2016 8:00,0.185957181
Bull Ring,3053,217.5,11/17/2016 8:30,0.064764911
Bull Ring,3053,282.5,11/17/2016 9:00,0.084119942
Bull Ring,3053,390.5,11/17/2016 9:30,0.11627907
Bull Ring,3053,764.3333333,11/17/2016 10:00,0.227595311
Bull Ring,3053,858.6666667,11/17/2016 10:30,0.25568492
Bull Ring,3053,1084,11/17/2016 11:00,0.32278236
Bull Ring,3053,1315.5,11/17/2016 11:30,0.391716047
Bull Ring,3053,1518.5,11/17/2016 12:00,0.452163297
Bull Ring,3053,1680,11/17/2016 12:30,0.500253105
Bull Ring,3053,1794.5,11/17/2016 13:00,0.534347735
Bull Ring,3053,1861,11/17/2016 13:30,0.554149421
Bull Ring,3053,1821.5,11/17/2016 14:00,0.542387518
Bull Ring,3053,1593,11/17/2016 14:30,0.47434714
Bull Ring,3053,1485.333333,11/17/2016 15:00,0.442287268
Bull Ring,3053,1431.666667,11/17/2016 15:30,0.426306961
Bull Ring,3053,1212.333333,11/17/2016 16:00,0.360996139
Bull Ring,3053,1176.666667,11/17/2016 16:30,0.350375686
Bull Ring,3053,836.6666667,11/18/2016 8:00,0.249133986
Bull Ring,3053,532.3333333,11/18/2016 8:00,0.15851274
Bull Ring,3053,401,11/18/2016 8:30,0.119405651
Bull Ring,3053,625.3333333,11/18/2016 9:30,0.186205322
Bull Ring,3053,731.6666667,11/18/2016 10:00,0.217868168
Bull Ring,3053,1258.666667,11/18/2016 10:30,0.374792802
Bull Ring,3053,1367.333333,11/18/2016 11:00,0.407150443
Bull Ring,3053,1625,11/18/2016 11:30,0.483875771
Bull Ring,3053,1843.5,11/18/2016 12:00,0.548938451
Bull Ring,3053,2089.666667,11/18/2016 12:30,0.622239427
Bull Ring,3053,2126.333333,11/18/2016 13:00,0.633157649
Bull Ring,3053,2192,11/18/2016 13:30,0.652711194
Bull Ring,3053,2215,11/18/2016 14:00,0.659559897
Bull Ring,3053,2046.333333,11/18/2016 14:30,0.609336073
Bull Ring,3053,1987.666667,11/18/2016 15:00,0.591866917
Bull Ring,3053,1756.666667,11/18/2016 15:30,0.523082115
Bull Ring,3053,1694.333333,11/18/2016 16:00,0.504521136
Bull Ring,3053,822.5,11/18/2016 16:30,0.244915582
Bull Ring,3053,151.3333333,11/19/2016 8:00,0.045062482
Bull Ring,3053,172.6666667,11/19/2016 8:30,0.051414903
Bull Ring,3053,454,11/19/2016 9:00,0.135187446
Bull Ring,3053,578,11/19/2016 9:30,0.17211089
Bull Ring,3053,917.5,11/19/2016 10:00,0.273203705
Bull Ring,3053,1326,11/19/2016 10:30,0.394842629
Bull Ring,3053,1946.333333,11/19/2016 11:00,0.579559102
Bull Ring,3053,2052.666667,11/19/2016 11:30,0.611221948
Bull Ring,3053,2285,11/19/2016 12:00,0.680403776
Bull Ring,3053,2522,11/19/2016 12:30,0.750975196
Bull Ring,3053,2676,11/19/2016 13:00,0.796831731
Bull Ring,3053,2733,11/19/2016 13:30,0.813804604
Bull Ring,3053,2745,11/19/2016 14:00,0.81737784
Bull Ring,3053,2743.5,11/19/2016 14:30,0.816931186
Bull Ring,3053,2751.5,11/19/2016 15:00,0.819313343
Bull Ring,3053,2751,11/19/2016 15:30,0.819164459
Bull Ring,3053,2722.5,11/19/2016 16:00,0.810678022
Bull Ring,3053,2656,11/19/2016 16:30,0.790876337
Bull Ring,3053,1343.5,11/20/2016 8:00,0.400053599
Bull Ring,3053,101.3333333,11/20/2016 8:30,0.030173997
Bull Ring,3053,119.6666667,11/20/2016 9:00,0.035633108
Bull Ring,3053,225.3333333,11/20/2016 9:30,0.06709744
Bull Ring,3053,280.6666667,11/20/2016 10:00,0.083574031
Bull Ring,3053,793.3333333,11/20/2016 10:30,0.236230633
Bull Ring,3053,993.6666667,11/20/2016 11:00,0.29588383
Bull Ring,3053,1899.333333,11/20/2016 11:30,0.565563926
Bull Ring,3053,2074.666667,11/20/2016 12:00,0.617772881
Bull Ring,3053,2385,11/20/2016 12:30,0.710180746
Bull Ring,3053,2539,11/20/2016 13:00,0.756037281
Bull Ring,3053,2593.666667,11/20/2016 13:30,0.772315358
Bull Ring,3053,2596.333333,11/20/2016 14:00,0.77310941
Bull Ring,3053,2583.333333,11/20/2016 14:30,0.769238405
Bull Ring,3053,2569.666667,11/20/2016 15:00,0.765168885
Bull Ring,3053,2371.666667,11/20/2016 15:30,0.706210484
Bull Ring,3053,2275.333333,11/20/2016 16:00,0.677525335
Bull Ring,3053,2023.5,11/20/2016 16:30,0.602536998
Bull Ring,3053,1027.5,11/21/2016 8:00,0.305958372
Bull Ring,3053,211.5,11/21/2016 8:30,0.062978293
Bull Ring,3053,276,11/21/2016 9:00,0.082184438
Bull Ring,3053,371.5,11/21/2016 9:30,0.110621446
Bull Ring,3053,551,11/21/2016 10:00,0.164071108
Bull Ring,3053,809,11/21/2016 10:30,0.240895692
Bull Ring,3053,1108,11/21/2016 11:00,0.329928833
Bull Ring,3053,1650,11/21/2016 11:30,0.491320013
Bull Ring,3053,1787.333333,11/21/2016 12:00,0.532213719
Bull Ring,3053,1828.666667,11/21/2016 12:30,0.544521534
Bull Ring,3053,1921.333333,11/21/2016 13:00,0.57211486
Bull Ring,3053,1918.666667,11/21/2016 13:30,0.571320807
Bull Ring,3053,1887.5,11/21/2016 14:00,0.562040318
Bull Ring,3053,1804,11/21/2016 14:30,0.537176548
Bull Ring,3053,1531.666667,11/21/2016 15:00,0.456083931
Bull Ring,3053,1467.333333,11/21/2016 15:30,0.436927414
Bull Ring,3053,1191.666667,11/21/2016 16:00,0.354842232
Bull Ring,3053,1116.333333,11/21/2016 16:30,0.332410247
Bull Ring,3053,153,11/22/2016 8:00,0.045558765
Bull Ring,3053,165,11/22/2016 8:30,0.049132001
Bull Ring,3053,230,11/22/2016 9:00,0.068487032
Bull Ring,3053,338,11/22/2016 9:30,0.10064616
Bull Ring,3053,517,11/22/2016 10:00,0.153946938
Bull Ring,3053,759,11/22/2016 10:30,0.226007206
Bull Ring,3053,1011,11/22/2016 11:00,0.301045172
Bull Ring,3053,1236.5,11/22/2016 11:30,0.36819224
Bull Ring,3053,1429.5,11/22/2016 12:00,0.425661793
Bull Ring,3053,1561,11/22/2016 12:30,0.46481851
Bull Ring,3053,1635.666667,11/22/2016 13:00,0.487051981
Bull Ring,3053,1626.333333,11/22/2016 13:30,0.484272797
Bull Ring,3053,1502.666667,11/22/2016 14:00,0.44744861
Bull Ring,3053,1460.333333,11/22/2016 14:30,0.434843026
Bull Ring,3053,1216,11/22/2016 15:00,0.362087961
Bull Ring,3053,1174,11/22/2016 15:30,0.349581634
Bull Ring,3053,1011,11/22/2016 16:00,0.301045172
Bull Ring,3053,695,11/22/2016 16:30,0.206949945
Bull Ring,3053,428,11/23/2016 8:00,0.127445433
Bull Ring,3053,224,11/23/2016 8:30,0.066700414
Bull Ring,3053,298.3333333,11/23/2016 9:00,0.088834628
Bull Ring,3053,340.6666667,11/23/2016 9:30,0.101440213
Bull Ring,3053,516,11/23/2016 10:00,0.153649168
Bull Ring,3053,772.5,11/23/2016 10:30,0.230027097
Bull Ring,3053,1066.5,11/23/2016 11:00,0.317571391
Bull Ring,3053,1349,11/23/2016 11:30,0.401691332
Bull Ring,3053,1686,11/23/2016 12:00,0.502039723
Bull Ring,3053,1731,11/23/2016 12:30,0.515439359
Bull Ring,3053,1818.5,11/23/2016 13:00,0.541494209
Bull Ring,3053,1867,11/23/2016 13:30,0.555936039
Bull Ring,3053,1736.5,11/23/2016 14:00,0.517077093
Bull Ring,3053,1589,11/23/2016 14:30,0.473156061
Bull Ring,3053,1526,11/23/2016 15:00,0.45439657
Bull Ring,3053,1374.5,11/23/2016 15:30,0.40928446
Bull Ring,3053,1194.5,11/23/2016 16:00,0.355685913
Bull Ring,3053,717,11/23/2016 16:30,0.213500879
Bull Ring,3053,461,11/24/2016 8:00,0.137271834
Bull Ring,3053,302,11/24/2016 8:30,0.089926451
Bull Ring,3053,415.3333333,11/24/2016 9:00,0.123673684
Bull Ring,3053,481.6666667,11/24/2016 9:30,0.143425741
Bull Ring,3053,665,11/24/2016 10:00,0.198016853
Bull Ring,3053,1218,11/24/2016 10:30,0.3626835
Bull Ring,3053,1336,11/24/2016 11:00,0.397820326
Bull Ring,3053,1787,11/24/2016 11:30,0.532114463
Bull Ring,3053,1951,11/24/2016 12:00,0.580948694
Bull Ring,3053,2004,11/24/2016 12:30,0.596730489
Bull Ring,3053,2098.5,11/24/2016 13:00,0.624869726
Bull Ring,3053,2169,11/24/2016 13:30,0.64586249
Bull Ring,3053,2090.5,11/24/2016 14:00,0.622487568
Bull Ring,3053,1929,11/24/2016 14:30,0.574397761
Bull Ring,3053,1782.666667,11/24/2016 15:00,0.530824127
Bull Ring,3053,1719.333333,11/24/2016 15:30,0.511965379
Bull Ring,3053,1468.333333,11/24/2016 16:00,0.437225184
Bull Ring,3053,1420.666667,11/24/2016 16:30,0.423031494
Bull Ring,3053,1047.666667,11/25/2016 8:00,0.311963394
Bull Ring,3053,722.3333333,11/25/2016 8:00,0.215088984
Bull Ring,3053,758.5,11/25/2016 9:00,0.225858321
Bull Ring,3053,1128,11/25/2016 9:30,0.335884227
Bull Ring,3053,1590.5,11/25/2016 10:00,0.473602716
Bull Ring,3053,1973.333333,11/25/2016 10:30,0.587598884
Bull Ring,3053,2121.666667,11/25/2016 11:00,0.631768057
Bull Ring,3053,2576.5,11/25/2016 11:30,0.767203645
Bull Ring,3053,2670.333333,11/25/2016 12:00,0.795144369
Bull Ring,3053,2675.666667,11/25/2016 12:30,0.796732474
Bull Ring,3053,2681.5,11/25/2016 13:00,0.798469464
Bull Ring,3053,2669.666667,11/25/2016 13:30,0.794945855
Bull Ring,3053,2660.333333,11/25/2016 14:00,0.792166672
Bull Ring,3053,2582,11/25/2016 14:30,0.768841378
Bull Ring,3053,2341,11/25/2016 15:00,0.69707888
Bull Ring,3053,2192,11/25/2016 15:30,0.652711194
Bull Ring,3053,2047,11/25/2016 16:00,0.609534586
Bull Ring,3053,1403.333333,11/25/2016 16:30,0.417870152
Bull Ring,3053,824.6666667,11/26/2016 8:00,0.24556075
Bull Ring,3053,398.3333333,11/26/2016 8:30,0.118611599
Bull Ring,3053,475.6666667,11/26/2016 9:00,0.141639123
Bull Ring,3053,792.5,11/26/2016 9:30,0.235982491
Bull Ring,3053,1225.5,11/26/2016 10:00,0.364916773
Bull Ring,3053,1659.5,11/26/2016 10:30,0.494148825
Bull Ring,3053,2049,11/26/2016 11:00,0.610130125
Bull Ring,3053,2498,11/26/2016 11:30,0.743828723
Bull Ring,3053,2577,11/26/2016 12:00,0.767352529
Bull Ring,3053,2756.333333,11/26/2016 12:30,0.820752563
Bull Ring,3053,2764.666667,11/26/2016 13:00,0.823233978
Bull Ring,3053,2799.666667,11/26/2016 13:30,0.833655918
Bull Ring,3053,2805.333333,11/26/2016 14:00,0.835343279
Bull Ring,3053,2806.5,11/26/2016 14:30,0.835690677
Bull Ring,3053,2799.5,11/26/2016 15:00,0.833606289
Bull Ring,3053,2803.333333,11/26/2016 15:30,0.83474774
Bull Ring,3053,2795.666667,11/26/2016 16:00,0.832464838
Bull Ring,3053,1873.333333,11/26/2016 16:30,0.557821914
Bull Ring,3053,1018.666667,11/27/2016 8:00,0.303328073
Bull Ring,3053,175,11/27/2016 8:30,0.052109699
Bull Ring,3053,211.5,11/27/2016 9:00,0.062978293
Bull Ring,3053,268.5,11/27/2016 9:30,0.079951166
Bull Ring,3053,392.5,11/27/2016 10:00,0.116874609
Bull Ring,3053,682,11/27/2016 10:30,0.203078939
Bull Ring,3053,1191,11/27/2016 11:00,0.354643719
Bull Ring,3053,1819,11/27/2016 11:30,0.541643093
Bull Ring,3053,2294,11/27/2016 12:00,0.683083703
Bull Ring,3053,2513.5,11/27/2016 12:30,0.748444153
Bull Ring,3053,2591.5,11/27/2016 13:00,0.77167019
Bull Ring,3053,2622.5,11/27/2016 13:30,0.780901051
Bull Ring,3053,2648,11/27/2016 14:00,0.788494179
Bull Ring,3053,2662,11/27/2016 14:30,0.792662955
Bull Ring,3053,2654.5,11/27/2016 15:00,0.790429682
Bull Ring,3053,2616,11/27/2016 15:30,0.778965548
Bull Ring,3053,2486.5,11/27/2016 16:00,0.740404371
Bull Ring,3053,2195.5,11/27/2016 16:30,0.653753387
Bull Ring,3053,1115.5,11/28/2016 8:00,0.332162105
Bull Ring,3053,248.5,11/28/2016 8:30,0.073995772
Bull Ring,3053,310,11/28/2016 9:00,0.092308609
Bull Ring,3053,572,11/28/2016 9:30,0.170324271
Bull Ring,3053,665,11/28/2016 10:00,0.198016854
Bull Ring,3053,949,11/28/2016 10:30,0.28258345
Bull Ring,3053,1309,11/28/2016 11:00,0.389780544
Bull Ring,3053,1654,11/28/2016 11:30,0.492511092
Bull Ring,3053,1933.5,11/28/2016 12:00,0.575737724
Bull Ring,3053,2205.333333,11/28/2016 12:30,0.656681456
Bull Ring,3053,2229.666667,11/28/2016 13:00,0.663927185
Bull Ring,3053,2277.5,11/28/2016 13:30,0.678170503
Bull Ring,3053,2279,11/28/2016 14:00,0.678617158
Bull Ring,3053,2181.5,11/28/2016 14:30,0.649584612
Bull Ring,3053,2023.5,11/28/2016 15:00,0.602536998
Bull Ring,3053,1798.5,11/28/2016 15:30,0.535538814
Bull Ring,3053,1597.5,11/28/2016 16:00,0.475687104
Bull Ring,3053,833.5,11/28/2016 16:30,0.248191049
Bull Ring,3053,275,11/29/2016 8:00,0.081886669
Bull Ring,3053,343,11/29/2016 8:30,0.102135009
Bull Ring,3053,373,11/29/2016 9:00,0.1110681
Bull Ring,3053,604,11/29/2016 9:30,0.179852902
Bull Ring,3053,683,11/29/2016 10:00,0.203376708
Bull Ring,3053,1176.333333,11/29/2016 10:30,0.35027643
Bull Ring,3053,1294.666667,11/29/2016 11:00,0.385512511
Bull Ring,3053,1771.5,11/29/2016 11:30,0.527499032
Bull Ring,3053,1925,11/29/2016 12:00,0.573206682
Bull Ring,3053,2014,11/29/2016 12:30,0.599708186
Bull Ring,3053,2031,11/29/2016 13:00,0.604770271
Bull Ring,3053,2096.333333,11/29/2016 13:30,0.624224558
Bull Ring,3053,2108.666667,11/29/2016 14:00,0.627897051
Bull Ring,3053,1898,11/29/2016 14:30,0.5651669
Bull Ring,3053,1725,11/29/2016 15:00,0.513652741
Bull Ring,3053,1602,11/29/2016 15:30,0.477027067
Bull Ring,3053,1564,11/29/2016 16:00,0.465711819
Bull Ring,3053,1048,11/29/2016 16:30,0.31206265
Bull Ring,3053,681,11/30/2016 8:00,0.202781169
Bull Ring,3053,382.6666667,11/30/2016 8:30,0.11394654
Bull Ring,3053,410.3333333,11/30/2016 9:00,0.122184836
Bull Ring,3053,665.6666667,11/30/2016 9:30,0.198215367
Bull Ring,3053,754.3333333,11/30/2016 10:00,0.224617614
Bull Ring,3053,1281.5,11/30/2016 10:30,0.381591877
Bull Ring,3053,1547.5,11/30/2016 11:00,0.460798619
Bull Ring,3053,1751.333333,11/30/2016 11:30,0.52149401
Bull Ring,3053,1817.666667,11/30/2016 12:00,0.541246067
Bull Ring,3053,2040,11/30/2016 12:30,0.607450198
Bull Ring,3053,2071,11/30/2016 13:00,0.616681059
Bull Ring,3053,2145,11/30/2016 13:30,0.638716017
Bull Ring,3053,2136,11/30/2016 14:00,0.636036089
Bull Ring,3053,2001.666667,11/30/2016 14:30,0.596035693
Bull Ring,3053,1950.333333,11/30/2016 15:00,0.580750181
Bull Ring,3053,1700,11/30/2016 15:30,0.506208498
Bull Ring,3053,1672,11/30/2016 16:00,0.497870947
Bull Ring,3053,1111,11/30/2016 16:30,0.330822142
Bull Ring,3053,668,12/1/2016 8:00,0.198910163
Bull Ring,3053,293,12/1/2016 8:30,0.087246524
Bull Ring,3053,388,12/1/2016 9:00,0.115534646
Bull Ring,3053,587,12/1/2016 9:30,0.174790817
Bull Ring,3053,905.5,12/1/2016 10:00,0.269630468
Bull Ring,3053,1266.5,12/1/2016 10:30,0.377125332
Bull Ring,3053,1539,12/1/2016 11:00,0.458267576
Bull Ring,3053,1626,12/1/2016 11:30,0.484173541
Bull Ring,3053,1942.5,12/1/2016 12:00,0.578417652
Bull Ring,3053,2083.5,12/1/2016 12:30,0.62040318
Bull Ring,3053,2181,12/1/2016 13:00,0.649435726
Bull Ring,3053,2192,12/1/2016 13:30,0.652711193
Bull Ring,3053,2123,12/1/2016 14:00,0.632165084
Bull Ring,3053,1977.5,12/1/2016 14:30,0.588839592
Bull Ring,3053,1808,12/1/2016 15:00,0.538367626
Bull Ring,3053,1631.5,12/1/2016 15:30,0.485811274
Bull Ring,3053,1477.5,12/1/2016 16:00,0.439954739
Bull Ring,3053,829.5,12/1/2016 16:30,0.24699997
Bull Ring,3053,274.5,12/2/2016 8:00,0.081737784
Bull Ring,3053,346.3333333,12/2/2016 8:30,0.103127575
Bull Ring,3053,382.6666667,12/2/2016 9:00,0.11394654
Bull Ring,3053,775,12/2/2016 9:30,0.230771521
Bull Ring,3053,907,12/2/2016 10:00,0.270077122
Bull Ring,3053,1518.666667,12/2/2016 10:30,0.452212926
Bull Ring,3053,1646.333333,12/2/2016 11:00,0.490228191
Bull Ring,3053,2085.333333,12/2/2016 11:30,0.620949091
Bull Ring,3053,2146.666667,12/2/2016 12:00,0.6392123
Bull Ring,3053,2338.5,12/2/2016 12:30,0.696334455
Bull Ring,3053,2415.5,12/2/2016 13:00,0.719262723
Bull Ring,3053,2435.5,12/2/2016 13:30,0.725218117
Bull Ring,3053,2381.5,12/2/2016 14:00,0.709138553
Bull Ring,3053,2251,12/2/2016 14:30,0.670279606
